0.407201383,0.429103022
0.276074642,0.406214812
0.653832253,0.610480844
0.637098474,0.677663638
0.434780223,0.666255965
0.628248756,0.507927872
0.409009091,0.385103957
0.371305071,0.446088057
0.563184978,0.519446129
0.372096766,0.359993924
0.333561347,0.488071694
0.363581747,0.361930363
0.500932077,0.488969642
0.253964383,0.405350427
0.638890688,0.539277948
0.206967055,0.387015014
0.302306298,0.221960408
0.493919786,0.634591086
0.245321651,0.327847008
0.35670292,0.492863777
0.193876969,0.278543544
0.229424847,0.327771825
0.263128721,0.463505941
0.658609,0.708934669
0.434054625,0.479358341
0.401732339,0.22185248
0.25078418,0.369595786
0.146525198,0.344380261
0.391353821,0.348385539
0.305554296,0.273100327
0.481661021,0.709052566
0.614837364,0.645449355
0.64813813,0.538257698
0.142553181,0.383134774
0.422083833,0.698708284
0.323663769,0.281464381
0.577389735,0.502866206
0.285705467,0.346537303
0.428993122,0.402166447
0.472409544,0.472516676
0.357092394,0.289626161
0.232508695,0.280672443
0.366701925,0.295259628
0.438903218,0.648520026
0.427231865,0.214525916
0.328848356,0.483048135
0.378544214,0.211764062
0.24796689,0.359736152
0.3956991,0.435668915
0.554784756,0.67332855
0.486031969,0.502732105
0.356923688,0.298562119
0.381124109,0.483449256
0.373421568,0.456662029
0.275232785,0.280207363
0.310187101,0.329759912
0.319318259,0.369374718
0.483913885,0.661581104
0.294039671,0.270437202
0.641948044,0.674952093
0.670214806,0.586071768
0.259394599,0.505431358
0.344087182,0.336687594
0.184279967,0.361020572
0.323832501,0.478561749
0.536355396,0.632960307
0.163651646,0.474888922
0.250990931,0.298721841
0.162592651,0.389034393
0.427630989,0.339521378
0.609156264,0.616387364
0.467941302,0.670743198
0.604049384,0.482750806
0.438084767,0.558083773
0.513546641,0.647230946
0.432187945,0.354703768
0.33141355,0.314067368
0.453294331,0.700025766
0.656772526,0.703304221
0.634551879,0.603298776
0.499140088,0.480449044
0.259381089,0.444607205
0.533660403,0.464171788
0.561607194,0.552472827
0.600256087,0.586620651
0.164558101,0.249588136
0.142661092,0.451477449
0.566579115,0.633491475
0.274619144,0.265306034
0.41551178,0.213807569
0.43559277,0.473716399
0.26776061,0.323465573
0.527647097,0.695499757
0.228397896,0.35279722
0.403744505,0.467494004
0.330427567,0.305613158
0.475909752,0.496033325
0.172053857,0.425855741
0.610943082,0.592068868
0.400856825,0.21456324
0.577739295,0.628664853
0.66150991,0.53621303
0.419757903,0.230137117
0.429783748,0.529711833
0.327125577,0.348100882
0.559699307,0.648505271
0.241904473,0.479913654
0.353198343,0.4306029
0.321278259,0.398672319
0.508990359,0.499993522
0.652653077,0.498616753
0.581153134,0.517840134
0.304373141,0.503805563
0.373494895,0.436438435
0.183391285,0.274297398
0.650241308,0.567862702
0.429828912,0.389272122
0.656964048,0.670591942
0.304230197,0.271538394
0.152734922,0.261135715
0.487729734,0.505890137
0.655622886,0.666659729
0.455785396,0.690554994
0.172202467,0.374530498
0.145835052,0.376077778
0.470581943,0.694972914
0.627143541,0.696544818
0.598081549,0.531552588
0.392782876,0.280501721
0.389699864,0.490278793
0.361130901,0.257905464
0.302803175,0.246067155
0.477403132,0.563364861
0.344103594,0.32453167
0.174412758,0.36227529
0.600539178,0.551962405
0.527648535,0.616309681
0.493444904,0.463105327
0.186944754,0.227832313
0.65602247,0.508699779
0.2983718,0.314065387
0.518711991,0.57440834
0.605859131,0.468100242
0.567065881,0.58513595
0.172496895,0.50839152
0.25231294,0.354757938
0.467488893,0.526696981
0.622734256,0.612641342
0.20309971,0.48601865
0.348054738,0.4605167
0.216407548,0.283815937
0.520630287,0.571523311
0.323369838,0.443925088
0.41416569,0.224691838
0.145403614,0.243921617
0.294073273,0.322155966
0.453494446,0.485450891
0.427496517,0.490974389
0.510318029,0.620821002
0.559703863,0.699614624
0.555588344,0.595813546
0.422953893,0.49207974
0.534911171,0.570079369
0.430529539,0.516216419
0.30334317,0.413737637
0.520322794,0.564073911
0.147242171,0.399893474
0.298556595,0.273036523
0.381835127,0.449146464
0.600456852,0.509780209
0.541639842,0.505556655
0.49300286,0.511223496
0.282730445,0.509869741
0.301510666,0.47804627
0.196927835,0.238781051
